products
Name,Name2,Price,Deposit,VolymInml,PricePerLiter,SalesStart,Discontinued,ProductGroup,Type,Style,Packaging,SealType,Origin,OriginCountryName,Producer,Supplier,Vintage,AlcoholContent,AssortmentCode,AssortmentText,Organic,Ethical,Kosher,RawMaterialsDescription
Mozart,Dark Chocolate,191.00,,500.00,382.00,1/2/16,0,Liqueur,Chocolate Liqueur,,Bottle,,,Austria,Mozart Distillerie,Altia Sweden AB,,17.00%,BS,Order goods,0,0,0,
Merlet,Soeurs Cerises,429.00,,700.00,612.86,1/2/16,0,Liqueur,Berry liqueur,,Bottle,,,France,Merlet & Fils,Cranberries Jakobsson & Lövgren AB,,24.00%,BS,Order goods,0,0,0,
Vordy,Minervois Les Pégounels,158.00,,750.00,210.67,1/2/16,0,White wine,,,Bottle,,Languedoc-Roussillon,France,Domaine Vordy Mayrannes,ClosProbus KB,2014,13.50%,BS,Order goods,1,0,0,
Château Gravettes-Samonac,Cuvée Prestige,200.00,,750.00,266.67,1/2/16,0,Red wine,,,Bottle,,Bordeaux,France,Ch. Gravettes-Samonac,ClosProbus KB,2012,14.00%,BS,Order goods,0,0,0,
Ben Nevis,Cooper's Choice 18 Years,1539.00,,700.00,2198.57,1/2/16,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,The Vintage Malt Whisky Co,Symposion AB,1996,46.00%,BS,Order goods,0,0,0,
Cristian Senez,Rosé Brut,349.00,,750.00,465.33,1/2/16,0,Mousserande vin,Rosé,,Bottle,Champagne Cork-Natural,Champagne,France,Champagne Cristian Senez,ChampagneExperten by Västerås Sweden HB,,12.00%,BS,Order goods,0,0,0,
Little Creatures,Indian Pale Ale,49.40,,330.00,149.70,1/2/16,0,Beer,Ale British-American style,India Pale Ale (IPA),Bottle,Cap,,Australia,Little Creatures,World Beer Trading KB,,6.40%,BS,Order goods,0,0,0,
Trispol,Negre Ecologic,239.00,,750.00,318.67,1/2/16,0,Red wine,,,Bottle,Natural Cork,Balearic Islands,Spain,Mesquida Mora S.L.,Happy Dog Dryckeshandel AB,2015,13.00%,BS,Order goods,1,0,0,
Lisjak,Sauvignon Blanc,118.00,,750.00,157.33,1/2/16,0,White wine,,,Bottle,,Primorski,Slovenia,Lisjak Family Estate,"Juvinum Wine, Beer & Spirits AB",2014,12.50%,BS,Order goods,0,0,0,
Medolago Albani,Valcalepio Bianco,181.00,,750.00,241.33,1/2/16,0,White wine,,,Bottle,Natural Cork,Lombardy,Italy,Medolago Albani,Enrico Sverige AB,2015,13.00%,BS,Order goods,0,0,0,
Aviva Pink Gold,,99.00,,750.00,132.00,1/2/16,0,Aperitif and dessert,Flavored wines & fruit wines,Other Flavored Wines And Fruit Wines,Bottle,Plastic,,Spain,Torre Oria,TOMP Beer Wine & Spirits AB,,5.50%,FS,Fixed assortment,0,0,0,Airen and muscat.
Ron Aldea,Tradicion,879.00,,700.00,1255.71,1/2/16,0,Rum,Dark rum,,Bottle,,,Spain,Destilerías Aldea,Herida Aurum AB,1994,42.00%,BS,Order goods,0,0,0,
Äpple & Kanel,,199.00,,700.00,284.29,1/2/16,0,Drinks and Cocktails,,,Bottle,,,International Brand,K A Back Edelbrandtweinbrenner,Granqvist Beverage House AB,,20.00%,BS,Order goods,0,0,0,
O.P. Anderson Petronella,,139.00,,350.00,397.14,6/1/16,0,Aquavit and Spiced brännvin,Spiced spirits,,Bottle,,,Sweden,Philipson Söderberg AB,Altia Sweden AB,,30.00%,FS,Fixed assortment,1,0,0,
The Brand New Republique,Mango,225.00,,700.00,321.43,6/1/16,0,Flavored spirits,Flavored Spirit Of Rum,,Bottle,Synthetic Cork,,International Brand,Enjoy Wine & Spirits,Enjoy Wine & Spirits AB,,32.00%,BS,Order goods,0,0,0,
Heineken,,13.90,1.00,330.00,42.12,6/1/16,0,Beer,Pale lager,International Style,PET-Bottle,,,Netherlands,Spendrups,Spendrups Bryggeri AB,,5.00%,FS,Fixed assortment,0,0,0,Barley malt and hops.
Viña Maipo,Cabernet Sauvignon,59.00,,750.00,78.67,8/5/96,0,Red wine,Fruity & Tasteful,,Bottle,Screw Cap,Valle Central,Chile,Viña Maipo SpA,VCT Sweden AB,2019,12.00%,FS,Fixed assortment,0,0,0,Cabernet Sauvignon.
To Øl,Berliner Vice,22.90,,330.00,69.39,6/1/16,0,Beer,Sour beer,Berliner Weisse,Bottle,,,Belgium,To Øl,Brill & Co AB,,3.80%,FS,Fixed assortment,0,0,0,
Moët & Chandon,Grand Vintage,510.00,,750.00,680.00,4/15/96,0,Mousserande vin,Dry white,,Bottle,,Champagne,France,Moët & Chandon,Moët Hennessy Sverige AB,2012,12.50%,BS,Order goods,0,0,0,
Nääs DIPA,,32.90,,330.00,99.70,3/1/16,0,Beer,Ale British-American style,Imperial / Double IPA,Bottle,Crown Cap,Östergötlands County,Sweden,Nääs Gårdsbryggeri AB,Nääs gårdsbryggeri,,8.00%,TSLS,Local & Small-scale,0,0,0,Barley and wheat malt and hops.
Nääs APA,,26.90,,330.00,81.52,3/1/16,0,Beer,Ale British-American style,American Pale Ale (APA),Bottle,Crown Cap,Östergötlands County,Sweden,Nääs Gårdsbryggeri AB,Nääs gårdsbryggeri,,5.80%,TSLS,Local & Small-scale,0,0,0,Barley malt and hops.
Halmstad Brygghus,Söderkaj IPA,24.90,,330.00,75.46,3/1/16,0,Beer,Ale British-American style,India Pale Ale (IPA),Bottle,,Halland County,Sweden,Halmstad Brygghus,Halmstad Brygghus AB,,6.50%,TSLS,Local & Small-scale,0,0,0,"Barley malt and hops varieties Magnum, Simcoe, buzzer and galaxy."
Värmdö Bryggeri,Grönskärs Lager,30.40,,500.00,60.80,3/1/16,0,Beer,Pale lager,Pilsner - Czech style,Bottle,,Stockholm County,Sweden,Värmdö Bryggeri,Värmdö Bryggeri AB,,5.20%,TSLS,Local & Small-scale,0,0,0,Barley malt and hops.
Ysta Mörk,,28.30,0.90,500.00,56.60,4/4/16,0,Beer,Dark lager,Dim,Bottle,,Skåne County,Sweden,ÖsterlenBryggarna,Anno 1953 AB,,5.00%,TSLS,Local & Small-scale,0,0,0,
Brösarps Backabrygd,,28.20,0.90,500.00,56.40,4/4/16,0,Beer,Pale lager,Modern Style,Bottle,,Skåne County,Sweden,ÖsterlenBryggarna,Anno 1953 AB,,5.20%,TSLS,Local & Small-scale,0,0,0,"Pilsner-, münchener- wheat and malt, and hop varieties styrian Golding (Bobek) and Cascade."
Freja Chocolate Stout,,32.20,,330.00,97.58,3/1/16,0,Beer,Porter and Stout,Imperial Porter And Stout,Bottle,,Dalarna County,Sweden,Walhöll Brygghus,Walhöll Brygghus,,7.30%,TSLS,Local & Small-scale,0,0,0,"Barley malt, hops, chocolate flakes, cocoa and vanilla."
Ragnarök Rökporter,,28.50,,330.00,86.36,3/1/16,0,Beer,Porter and Stout,Dry Porter And Stout,Bottle,,Dalarna County,Sweden,Walhöll Brygghus,Walhöll Brygghus,,6.30%,TSLS,Local & Small-scale,0,0,0,Barley malt and hops.
Sälen,Session IPA,25.00,,330.00,75.76,3/1/16,0,Beer,Ale British-American style,Session IPA,Bottle,,Dalarna County,Sweden,Sälens Fjällbryggeri,Sälens Fjällbryggeri AB,,4.50%,TSLS,Local & Small-scale,0,0,0,"Barley malt and hops varieties Citra, Chinook, Cascade and Amarillo."
Råå,Lager,21.90,,330.00,66.36,6/1/18,0,Beer,Pale lager,Modern Style,Bottle,,,Sweden,Råå Bryggeri,Råå Bryggeri AB,,5.00%,FS,Fixed assortment,1,0,0,Barley malt and hops.
Råå,Pale Ale,21.90,,330.00,66.36,3/1/16,0,Beer,Ale British-American style,English Pale Ales And Bitters,Bottle,,Skåne County,Sweden,Råå Bryggeri,Råå Bryggeri AB,,5.00%,TSLS,Local & Small-scale,1,0,0,Barley malt and hops.
Södra One Love IPA,Ekologisk,24.80,,330.00,75.15,3/1/16,0,Beer,Ale British-American style,India Pale Ale (IPA),Bottle,,Stockholm County,Sweden,Södra Maltfabriken Brewery,Södra Maltfabriken AB,,6.00%,TSLS,Local & Small-scale,1,0,0,Barley malt and hops.
Camins del Priorat,,459.00,,1500.00,306.00,2/1/16,0,Red wine,,,Magnum,,Catalonia,Spain,Alvaro Palacios,Prime Wine Sweden AB,2018,14.50%,BS,Order goods,0,0,0,
Noble Selected,Caribbean Rum,269.00,,700.00,384.29,6/1/16,0,Rum,Light rum,,Bottle,,,Trinidad,Facile & Co,Facile & Co AB,,37.50%,BS,Order goods,0,0,0,
Coppersmith's,The Pawns Pilsener Non-Gluten,19.90,1.00,330.00,60.30,6/1/16,0,Beer,Pale lager,Modern Style,Can,,,Sweden,Coppersmith's AB,Coppersmith AB,,5.20%,BS,Order goods,0,0,0,Barley and oat malt and hops of the variety mosaic.
A Viot,Brut Tradition,219.00,,750.00,292.00,2/1/16,0,Mousserande vin,Dry white,,Bottle,Natural Cork,Champagne,France,A Viot & Fils,Kiviks Musteri AB,,12.00%,FS,Fixed assortment,0,0,0,"60% Pinot Noir, 30% Chardonnay and 10% Pinot Meunier."
Moscato d'Asti,Josetta Saffirio,145.00,,750.00,193.33,2/1/16,0,White wine,Sweet,,Bottle,Natural Cork,Piedmont,Italy,Josetta Saffirio,Tryffelsvinet AB,2018,5.50%,BS,Order goods,0,0,0,
Auld Rare Benriach,19 Years,1284.00,,500.00,2568.00,2/1/16,0,Whisky,Malt whiskey,,Bottle,Natural Cork,Scotland,UK,Auld Rare Whisky Sweden,Auld Rare Whisky Sweden AB,1996,49.50%,BS,Order goods,0,0,0,
Sauval Armagnac,VSOP,539.00,,700.00,770.00,2/1/16,0,Armagnac and Brandy,Armagnac,,Bottle,,Armagnac,France,Marquis de Sauval,Clydesdale AB,,40.00%,BS,Order goods,0,0,0,
Ben Nevis De Luxe,Blend 12 Years,539.00,,700.00,770.00,2/1/16,0,Whisky,Blended whisky,,Bottle,,Scotland,UK,Ben Nevis Distillery,Clydesdale AB,,40.00%,BS,Order goods,0,0,0,
Menorval Calvados,VSOP,520.00,,700.00,742.86,2/1/16,0,Calvados,,,Bottle,,Normandy,France,Menorval,Clydesdale AB,,40.00%,BS,Order goods,0,0,0,
Charlis Ipanema,American Pale Ale,26.70,,330.00,80.91,3/1/16,0,Beer,Ale British-American style,India Pale Ale (IPA),Bottle,,Skåne County,Sweden,Charlis Brygghus,Kasper Schönhult AB (Charlis Brygghus),,5.90%,TSLS,Local & Small-scale,0,0,0,
Pongrácz,Brut,119.00,,750.00,158.67,6/3/96,0,Mousserande vin,Dry white,,Bottle,,Western Cape,South Africa,Bergkelder,janake wine group AB,,12.00%,FS,Fixed assortment,0,0,0,63% Pinot Noir and 37% Chardonnay.
Deutz,Rosé Brut,569.00,,750.00,758.67,2/1/16,0,Mousserande vin,Rosé,,Bottle,,Champagne,France,Deutz,Swedish Brand AB,,12.00%,BS,Order goods,0,0,0,
Charlis kristiansta,,24.40,,330.00,73.94,3/1/16,0,Beer,Pale lager,Pilsner - Czech style,Bottle,,Skåne County,Sweden,Charlis Brygghus,Kasper Schönhult AB (Charlis Brygghus),,5.40%,TSLS,Local & Small-scale,1,0,0,
Deutz,Rosé Brut,329.00,,375.00,877.33,2/1/16,0,Mousserande vin,Rosé,,Bottle,,Champagne,France,Deutz,Swedish Brand AB,,12.00%,BS,Order goods,0,0,0,
Calles,Ecological,120.00,,750.00,160.00,1/2/16,0,Red wine,,,Bottle,,Rhone Valley,France,Les Vignerons d'Estezargues,Herida Aurum AB,2014,14.00%,BS,Order goods,1,0,0,
Deutz,Rosé Brut,1199.00,,1500.00,799.33,2/1/16,0,Mousserande vin,Rosé,,Magnum,,Champagne,France,Deutz,Swedish Brand AB,,12.00%,BS,Order goods,0,0,0,
Mariestads Old Ox,,18.90,0.90,500.00,37.80,4/1/96,0,Beer,Pale lager,Pale Bockbier,Bottle,,Dalarna County,Sweden,Spendrups,Spendrups Bryggeri AB,,6.90%,FS,Fixed assortment,0,0,0,Barley malt and hops.
Jaspi Maragda,,159.00,,750.00,212.00,2/1/16,0,Red wine,,,Bottle,,Catalonia,Spain,Coca i Fitó,Winebee AB,2012,14.50%,BS,Order goods,0,0,0,
Jaspi Negre,,129.00,,750.00,172.00,2/1/16,0,Red wine,,,Bottle,,Catalonia,Spain,Coca i Fitó,Winebee AB,2012,14.50%,BS,Order goods,0,0,0,
Coca i Fitó,Garnatxa,449.00,,750.00,598.67,2/1/16,0,Red wine,,,Bottle,,Catalonia,Spain,Coca i Fitó,Winebee AB,2012,14.50%,BS,Order goods,0,0,0,
Luis Felipe Edwards,Pinot Noir,55.00,,750.00,73.33,6/1/16,0,Red wine,Soft & Berry,,Bottle,Screw Cap,Valle Central,Chile,Luis Felipe Edwards,Rewine AB,2016,12.50%,BS,Order goods,0,0,0,Pinot noir.
The Econic,Chardonnay,109.00,,750.00,145.33,6/1/16,0,White wine,Full-bodied & Tasty,,Bottle,Screw Cap,California,USA,Bonterra Vineyards,VCT Sweden AB,2017,13.50%,FS,Fixed assortment,1,0,0,Chardonnay.
Forester Estate,Cabernet Sauvignon,179.00,,750.00,238.67,6/1/16,0,Red wine,,,Bottle,Screw Cap,Western Australia,Australia,Forester Estate,People Wine AB,2015,14.00%,BS,Order goods,0,0,0,
Cal y Canto,Blanco,119.00,,750.00,158.67,2/1/16,0,White wine,,,Bottle,Screw Cap,Castilla-La Mancha,Spain,Bodegas Isidro Milagro,Divine AB,2018,12.00%,BS,Order goods,0,0,0,
Chablis,Noémie Vernaux,219.00,,750.00,292.00,2/1/16,0,White wine,,,Bottle,,Burgundy,France,Noemie Vernaux,janake wine group AB,2014,12.50%,BS,Order goods,0,0,0,
Zuidam,Korenwijn 1 Jaar,398.00,,500.00,796.00,2/1/16,0,Gin and Genever,Genever,,Bottle,,,Netherlands,Zuidam Distillers BV,Clydesdale AB,,38.00%,BS,Order goods,0,0,0,
Zuidam,Korenwijn 3 Jaar Single Barrel,439.00,,500.00,878.00,2/1/16,0,Gin and Genever,Genever,,Bottle,,,Netherlands,Zuidam Distillers BV,Clydesdale AB,,38.00%,BS,Order goods,0,0,0,
Bourgogne Rouge,Noémie Vernaux,120.00,,750.00,160.00,2/1/16,0,Red wine,,,Bottle,,Burgundy,France,Noemie Vernaux,janake wine group AB,2016,12.00%,BS,Order goods,0,0,0,
Bourgogne Blanc,Noémie Vernaux,120.00,,750.00,160.00,2/1/16,0,White wine,,,Bottle,,Burgundy,France,Noemie Vernaux,janake wine group AB,2016,12.50%,BS,Order goods,0,0,0,
Pol Rémy,Brut,29.00,,200.00,145.00,2/1/16,0,Mousserande vin,Dry white,,Bottle,,,France,Pol Rémy,janake wine group AB,,11.00%,BS,Order goods,0,0,0,
Zensa,Primitivo,269.00,,3000.00,89.67,2/1/16,0,Red wine,,,Box,Tap Wing,,Italy,Orion Wines,WineWorld AB,2018,14.00%,BS,Order goods,1,0,0,
Dutch Courage,Old Tom's Gin,569.00,,700.00,812.86,2/1/16,0,Gin and Genever,Gin,,Bottle,,,Netherlands,Zuidam Distillers BV,Clydesdale AB,2014,40.00%,BS,Order goods,0,0,0,
Châteauneuf-du-Pape,Domaine Grand Veneur,145.00,,375.00,386.67,2/1/16,0,Red wine,,,Bottle,Natural Cork,Rhone Valley,France,Alain Jaume,Hermansson & Co AB,2016,14.50%,BS,Order goods,1,0,0,"70% Grenache, 20% and 10% syrah Mourvédre and other varieties."
Zuidam,Millstone Ménage à Trois,698.00,,700.00,997.14,2/1/16,0,Whisky,Grainwhisky,,Bottle,,,Netherlands,Zuidam Distillers BV,Clydesdale AB,2008,46.00%,BS,Order goods,0,0,0,
Gran Duque d'Alba,Solera Gran Reserva,459.00,,700.00,655.71,2/1/16,0,Armagnac and Brandy,Brandy,,Bottle,,Andalusia,Spain,Williams & Humbert,Ward Wines AB,,40.00%,BS,Order goods,0,0,0,
Mathelin Bonnebox låda 2,,2328.00,,4500.00,517.33,2/1/16,0,Mousserande vin,,,6 bottle à 750 ml,,Champagne,France,Champagne Mathelin,Bonne Box / Ett Ord AB,,12.00%,BS,Order goods,0,0,0,
Artuke,,159.00,,750.00,212.00,2/1/16,0,Red wine,,,Bottle,,Rioja,Spain,Bodegas Y Viñedos Artuke,Divine AB,2017,13.50%,BS,Order goods,0,0,0,
Zuidam,Millstone Dutch 5 Grain Whisky,698.00,,700.00,997.14,2/1/16,0,Whisky,Grainwhisky,,Bottle,,,Netherlands,Zuidam Distillers BV,Clydesdale AB,2011,46.00%,BS,Order goods,0,0,0,
Domaine Coudoulis,Lirac,145.00,,750.00,193.33,2/1/16,0,Red wine,,,Bottle,Natural Cork,Rhone Valley,France,Domaine Coudoulis,Tryffelsvinet AB,2016,15.00%,BS,Order goods,0,0,0,
7 Leguas Añejo,,992.00,,700.00,1417.14,2/1/16,0,Tequila and Mezcal,Tequila,,Bottle,,,Mexico,Tequila Siete Leguas,AliasSmith AB,,38.00%,BS,Order goods,0,0,0,
Saint Joseph,Les Lauves,289.00,,750.00,385.33,2/1/16,0,Red wine,,,Bottle,Natural Cork,Rhone Valley,France,Jean-Luc Colombo,The WineAgency Sweden AB,2017,13.00%,BS,Order goods,0,0,0,
Condrieu,Amour de Dieu,499.00,,750.00,665.33,2/1/16,0,White wine,,,Bottle,Natural Cork,Rhone Valley,France,Jean-Luc Colombo,The WineAgency Sweden AB,2017,14.00%,BS,Order goods,0,0,0,
Les Pins Couchés,Rosé,145.00,,750.00,193.33,2/1/16,0,Rose wine,,,Bottle,Natural Cork,Méditerranée,France,Jean-Luc Colombo,The WineAgency Sweden AB,2018,13.00%,BS,Order goods,0,0,0,
Noble Vines 667,Pinot Noir,119.00,,750.00,158.67,6/1/16,0,Red wine,Spicy & Musty,,Bottle,Screw Cap,California,USA,Noble Vines,Enjoy Wine & Spirits AB,2017,14.50%,FS,Fixed assortment,0,0,0,Pinot noir.
Château de France,,325.00,,750.00,433.33,2/1/16,0,Red wine,,,Bottle,,Bordeaux,France,S.A.S. B.Thomassin,Göteborgs Vinhandelshus AB,2010,14.50%,BS,Order goods,0,0,0,
Tribaut,Cuvée René Brut,425.00,,750.00,566.67,2/1/16,0,Mousserande vin,Dry white,,Bottle,Champagne Cork-Natural,Champagne,France,Tribaut,Handpicked Wines Sweden AB,,12.50%,BS,Order goods,0,0,0,
Substance,Cabernet Sauvignon,179.00,,750.00,238.67,2/1/16,0,Red wine,Fruity & Tasteful,,Bottle,Natural Cork,Washington State,USA,Charles Smith Wines,Handpicked Wines Sweden AB,2017,14.50%,BS,Order goods,0,0,0,Cabernet Sauvignon.
Wildflower,Chardonnay Sauvignon Blanc,89.00,,750.00,118.67,2/1/16,0,White wine,,,Bottle,,,Australia,McPherson Wines,Spendrups Bryggeri AB,2018,12.00%,BS,Order goods,0,0,0,
Bodvár,N°7 Rosé,895.00,,3000.00,298.33,2/1/16,0,Rose wine,,,Bottle,,Provence,France,Bodvár House of Rosé,Gastrodev Vin & Sprit AB,2017,12.50%,BS,Order goods,0,0,0,
JP Chenet,ICE Sparkling Rosé,33.00,,200.00,165.00,2/1/16,0,Mousserande vin,Rosé,,Bottle,Screw Cap,,France,Les Grands Chais de France,Stellan Kramer AB,,11.00%,FS,Fixed assortment,0,0,0,
JP Chenet,ICE Sparkling,33.00,,200.00,165.00,2/1/16,0,Mousserande vin,Semi Dry White,,Bottle,Screw Cap,,France,Les Grands Chais de France,Stellan Kramer AB,,10.50%,BS,Order goods,0,0,0,
Ben Nevis,10 Years,698.00,,700.00,997.14,2/1/16,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,Ben Nevis Distillery,Clydesdale AB,,46.00%,BS,Order goods,0,0,0,
Sture Black,,287.00,,700.00,410.00,2/1/16,0,Flavored spirits,Flavored vodka,,Bottle,Cap,,Sweden,Malmköpings Nya Spritbolag AB,Sture Spirit AB,,37.50%,BS,Order goods,0,0,0,
Sture Gold,,351.00,,700.00,501.43,2/1/16,0,Vodka and Brännvin,Vodka,,Bottle,Cap,,Sweden,Malmköpings Nya Spritbolag AB,Sture Spirit AB,,40.00%,BS,Order goods,0,0,0,
Callia Alta,Pinot Grigio,93.00,,750.00,124.00,2/1/16,0,White wine,,,Bottle,,Cuyo,Argentina,Bodegas Callia,Svenska Vinkompaniet,2017,13.50%,BS,Order goods,0,0,0,
Callia Magna,Cabernet Sauvignon,123.00,,750.00,164.00,2/1/16,0,Red wine,,,Bottle,,Cuyo,Argentina,Bodegas Callia,Svenska Vinkompaniet,2011,13.50%,BS,Order goods,0,0,0,
Sonnenmulde,Grüner Veltliner Heideboden,126.00,,750.00,168.00,2/1/16,0,White wine,,,Bottle,,Burgenland,Austria,Weingut Sonnenmulde,Svenska Vinkompaniet,2016,12.00%,BS,Order goods,1,0,0,
Pruno,Drei Doná Sangiovese Riserva,275.00,,750.00,366.67,2/1/16,0,Red wine,,,Bottle,,Emilia Romagna,Italy,Drei Donà - Tenuta La Palazza,Smaksinnet AB,2013,13.50%,BS,Order goods,0,0,0,
Sonnenmulde,Blauer Zweigelt Alte Reben,130.00,,750.00,173.33,2/1/16,0,Red wine,,,Bottle,,Burgenland,Austria,Weingut Sonnenmulde,Svenska Vinkompaniet,2013,13.00%,BS,Order goods,1,0,0,
Villacher Märzen,,17.90,,330.00,54.24,2/1/16,0,Beer,Amber lager,Märzen and Viennese style,Bottle,,,Austria,Vereinigte Kärntner Brauereien,Smaksinnet AB,,5.00%,BS,Order goods,0,0,0,
Masi Campolongo di Torbe,Amarone della Valpolicella Classico,759.00,,750.00,1012.00,2/1/16,0,Red wine,,,Bottle,Natural Cork,Venetia,Italy,Masi Agricola,Vinunic AB,2011,16.00%,BS,Order goods,0,0,0,
Brunello di Montalcino,Altesino,399.00,,750.00,532.00,2/1/16,0,Red wine,,,Bottle,Natural Cork,Tuscany,Italy,Altesino,Valid Wines Sweden AB,2014,14.00%,BS,Order goods,0,0,0,
Brunello di Montalcino,Montosoli,599.00,,750.00,798.67,2/1/16,0,Red wine,,,Bottle,Natural Cork,Tuscany,Italy,Altesino,Valid Wines Sweden AB,2011,14.00%,BS,Order goods,0,0,0,
Emrich-Schönleber,Riesling Trocken,209.00,,750.00,278.67,2/1/16,0,White wine,,,Bottle,Natural Cork,Nahe,Germany,Emrich-Schönleber,Vinovativa AB,2017,12.00%,BS,Order goods,0,0,0,
Barbera d'Alba,Cascina delle Rose,181.00,,750.00,241.33,2/1/16,0,Red wine,,,Bottle,,Piedmont,Italy,Azienda Agricola Cascina delle Rose,Zebrawine i Uppsala AB,2015,14.00%,BS,Order goods,0,0,0,
Col di Manza,Millesimato Extra Dry,185.00,,750.00,246.67,2/1/16,0,Mousserande vin,Dry white,,Bottle,,Venetia,Italy,Perlage,Principium Dryck AB,2014,11.50%,BS,Order goods,1,0,0,
Côtes du Rhône,Les Forots,185.00,,750.00,246.67,2/1/16,0,Red wine,,,Bottle,Natural Cork,Rhone Valley,France,Jean-Luc Colombo,The WineAgency Sweden AB,2016,13.50%,BS,Order goods,0,0,0,
Il Valténesi,da Uve Groppello,152.00,,750.00,202.67,2/1/16,0,Red wine,,,Bottle,,Lombardy,Italy,Pasini Azienda Agricola San Giovanni,Zebrawine i Uppsala AB,2017,13.00%,BS,Order goods,1,0,0,
Batést,,187.00,,750.00,249.33,2/1/16,0,Red wine,,,Bottle,,Emilia Romagna,Italy,Valle delle Lepri,Zebrawine i Uppsala AB,2013,14.50%,BS,Order goods,1,0,0,
Vouvray,La Javeline,150.00,,750.00,200.00,2/1/16,0,White wine,,,Bottle,,Loire Valley,France,Alliance Loire,Avivera AB,2017,12.00%,BS,Order goods,0,0,0,
Ariddu,,231.00,,750.00,308.00,2/1/16,0,White wine,,,Bottle,,Sicily,Italy,Valdibella,ExpertWine Naturvin AB,2015,13.50%,BS,Order goods,1,0,0,
Kopparberg Fruit Lager,Lemon & Lime,17.90,,330.00,54.24,2/1/16,0,Beer,Other beer,,Bottle,,,Sweden,Kopparbergs Bryggeri,Kopparbergs Bryggeri AB,,5.00%,BS,Order goods,0,0,0,
Primus-Zitsa,Barrique,199.00,,750.00,265.33,2/1/16,0,White wine,,,Bottle,,Epirus,Greece,Domaine Glinavos,O.Wines and Spirits AB,2012,12.00%,BS,Order goods,0,0,0,
Aspra Homata,,199.00,,750.00,265.33,2/1/16,0,White wine,,,Bottle,,Epirus,Greece,Domaine Glinavos,O.Wines and Spirits AB,2013,12.50%,BS,Order goods,0,0,0,
Hervé Dubois,Grand Cru Brut Rosé,318.00,,750.00,424.00,2/1/16,0,Mousserande vin,Rosé,,Bottle,Natural Cork,Champagne,France,Hervé Dubois,Vintrio Wine AB,,12.00%,BS,Order goods,0,0,0,
Hervé Dubois,Blanc de Blancs Grand Cru,439.00,,750.00,585.33,2/1/16,0,Mousserande vin,Dry white,,Bottle,Natural Cork,Champagne,France,Hervé Dubois,Vintrio Wine AB,2005,12.00%,BS,Order goods,0,0,0,
Pure Syrah,,238.00,,750.00,317.33,2/1/16,0,Red wine,,,Bottle,,Languedoc-Roussillon,France,Wenny et Gabriel Tari,ExpertWine Naturvin AB,2012,13.50%,BS,Order goods,1,0,0,
Arinarnoa,Le Fantasque,260.00,,750.00,346.67,2/1/16,0,Red wine,,,Bottle,,Languedoc-Roussillon,France,Domaine De Mayrac,ExpertWine Naturvin AB,2011,13.50%,BS,Order goods,1,0,0,
Château Lamarque,,180.00,,750.00,240.00,2/1/16,0,White wine,Sweet,,Bottle,,Bordeaux,France,Sarl Lamarque,Les Millésimes HB,2000,14.00%,BS,Order goods,0,0,0,
Nuits Saint Georges Premier Cru,Les Terres Blanches,445.00,,750.00,593.33,2/1/16,0,White wine,,,Bottle,,Burgundy,France,Patrice Rion,ClosProbus KB,2013,13.50%,BS,Order goods,0,0,0,
Pertois-Lebrun,Exaltation Grand Cru Blanc de Blanc,479.00,,750.00,638.67,2/1/16,0,Mousserande vin,Dry white,,Bottle,Natural Cork,Champagne,France,Pertois Lebrun Champagne,Conveija Aktiebolag,,12.00%,BS,Order goods,0,0,0,
Birra Poretti 4,,15.90,,330.00,48.18,2/1/16,0,Beer,Pale lager,Modern Style,Bottle,,,Italy,Carlsberg Italia S.P.A.,Carlsberg Sverige AB,,5.50%,BS,Order goods,0,0,0,
Jurtschitsch,Langenlois Riesling,149.00,,750.00,198.67,6/1/16,0,White wine,Fresh & Fruity,,Bottle,Screw Cap,Niederösterreich,Austria,Weingut Jurtschitsch,Enjoy Wine & Spirits AB,2018,12.50%,FS,Fixed assortment,1,0,0,Riesling.
Mikkeller,Hva Såå!?,27.80,,330.00,84.24,6/1/16,0,Beer,Ale Belgian style,Belgian Light Ale,Bottle,,,Belgium,Mikkeller,Brill & Co AB,,6.80%,BS,Order goods,0,0,0,
The Macallan,Sienna,749.00,,700.00,1070.00,3/1/16,0,Whisky,Malt whiskey,,Bottle,,Scotland,UK,The Edrington Group,Edrington Sweden AB,,43.00%,BS,Order goods,0,0,0,
La Galope,Rosé,79.00,,750.00,105.33,6/1/16,0,Rose wine,Fresh & Berry,,Bottle,Screw Cap,France Southwest,France,Enoterra AB,Enoterra AB,2018,9.50%,FS,Fixed assortment,0,0,0,"80% Malbec, 10% Cabernet and 10% Cabernet Sauvignon."
Julià & Navinès Cava Organic,Semi Seco,89.00,,750.00,118.67,6/1/16,0,Mousserande vin,Semi Dry White,,Bottle,Champagne Cork-Natural,Cava,Spain,1+1=3 U Mes U Fan Tres S.L.,Giertz Vinimport AB,,12.00%,FS,Fixed assortment,1,0,0,"Macabeu, Xarel-lo and Parellada."
Monte Rossa,Flamingo Rosé Brut,199.00,,750.00,265.33,6/1/16,0,Mousserande vin,Rosé,,Bottle,Champagne Cork-Natural,Lombardy,Italy,Monte Rossa,The WineAgency Sweden AB,,12.00%,BS,Order goods,0,0,0,
